0.000000,-629.229866,8.220585,-621.009282,248.426883,52683.229762,4.030000
0.015000,-661.240484,36.720230,-624.520254,1109.688999,22399.007006,4.030000
0.030000,-652.733922,30.750685,-621.983237,929.288741,30538.346084,4.030000
0.045000,-640.452921,19.689107,-620.763814,595.006775,43594.638529,4.030000
0.060000,-644.152824,21.903379,-622.249445,661.922279,41236.154319,4.030000
0.075000,-644.370703,22.230812,-622.139892,671.817344,41930.944344,4.030000
0.090000,-640.880479,19.380837,-621.499642,585.690813,46193.275339,4.030000
0.105000,-643.751182,22.113454,-621.637728,668.270775,42527.569913,4.030000
0.120000,-649.332070,26.563577,-622.768493,802.753941,35668.858643,4.030000
0.135000,-644.602250,23.026456,-621.575794,695.861795,40005.118840,4.030000
0.150000,-643.914455,22.195531,-621.718924,670.751157,42360.333979,4.030000
0.165000,-647.223483,24.892362,-622.331121,752.249658,39343.966883,4.030000
0.180000,-645.393003,23.636607,-621.756396,714.300624,38810.988558,4.030000
0.195000,-643.973341,22.279555,-621.693786,673.290362,38341.513469,4.030000
0.210000,-644.194737,22.276332,-621.918405,673.192964,38893.772701,4.030000
0.225000,-644.070390,22.318958,-621.751432,674.481128,40717.703403,4.030000
0.240000,-644.960494,23.182960,-621.777534,700.591356,40686.834833,4.030000
0.255000,-646.074660,24.067539,-622.007121,727.323416,38586.382566,4.030000
0.270000,-644.655021,23.067729,-621.587292,697.109051,39284.361519,4.030000
0.285000,-645.586600,23.816397,-621.770203,719.733872,38660.733767,4.030000
0.300000,-646.850258,24.792506,-622.057752,749.231992,38116.788073,4.030000
0.315000,-644.511505,23.044264,-621.467241,696.399945,41047.649218,4.030000
0.330000,-645.272217,23.510497,-621.761720,710.489567,40142.159095,4.030000
0.345000,-645.459946,23.429158,-622.030788,708.031469,39855.578147,4.030000
0.360000,-642.604573,21.227823,-621.376750,641.506906,43362.373271,4.030000
0.375000,-644.328402,22.649849,-621.678554,684.480681,41794.598806,4.030000
0.390000,-646.971190,25.026792,-621.944398,756.312150,38272.247710,4.030000
0.405000,-645.637882,23.816230,-621.821651,719.728843,37683.332060,4.030000
0.420000,-643.211675,21.776045,-621.435630,658.074239,40800.265960,4.030000
0.435000,-644.091315,22.409238,-621.682077,677.209399,41804.762922,4.030000
0.450000,-645.250447,23.460084,-621.790363,708.966057,41390.479376,4.030000
0.465000,-645.225377,23.590577,-621.634800,712.909579,39554.442824,4.030000
0.480000,-645.476770,23.756755,-621.720015,717.931485,38257.938519,4.030000
0.495000,-645.939693,24.209857,-621.729836,731.624284,37826.016052,4.030000
0.510000,-646.218917,24.437158,-621.781759,738.493329,37841.037900,4.030000
0.525000,-644.770618,22.913041,-621.857577,692.434360,40152.108226,4.030000
0.540000,-642.534827,21.230828,-621.303998,641.597737,40878.602486,4.030000
0.555000,-645.143069,23.197807,-621.945263,701.040026,38072.141046,4.030000
0.570000,-645.350904,23.652192,-621.698711,714.771596,38496.759435,4.030000
0.585000,-644.896772,23.385132,-621.511640,706.701007,39601.959695,4.030000
0.600000,-646.380651,24.420188,-621.960462,737.980519,39117.422304,4.030000
0.615000,-645.259339,23.594251,-621.665088,713.020608,40473.301979,4.030000
0.630000,-644.602967,22.734229,-621.868738,687.030670,39780.061315,4.030000
0.645000,-644.244626,22.606695,-621.637931,683.176575,39727.053785,4.030000
0.660000,-645.105635,23.384446,-621.721189,706.680275,39561.498949,4.030000
0.675000,-645.848588,23.958156,-621.890433,724.017839,39873.226705,4.030000
0.690000,-644.785000,23.133977,-621.651023,699.111087,41687.819597,4.030000
0.705000,-644.281830,22.656769,-621.625062,684.689800,41143.650341,4.030000
0.720000,-645.194454,23.442100,-621.752354,708.422586,38878.276174,4.030000
0.735000,-645.258948,23.440072,-621.818876,708.361303,40509.751575,4.030000
0.750000,-644.403713,22.931660,-621.472053,692.997039,42719.221182,4.030000
0.765000,-646.504864,24.477203,-622.027661,739.703504,39321.431484,4.030000
0.780000,-645.449289,23.777519,-621.671770,718.558997,38652.848360,4.030000
0.795000,-643.879061,22.148171,-621.730890,669.319919,39696.735513,4.030000
0.810000,-643.930776,22.365061,-621.565715,675.874365,39912.549033,4.030000
0.825000,-645.692512,23.706700,-621.985812,716.418823,37835.795086,4.030000
0.840000,-644.758789,23.213179,-621.545610,701.504570,38722.626324,4.030000
0.855000,-645.976802,24.163727,-621.813075,730.230241,37964.496273,4.030000
0.870000,-646.073799,24.246662,-621.827136,732.736544,36640.912588,4.030000
0.885000,-644.746527,23.073929,-621.672597,697.296434,37920.229343,4.030000
0.900000,-643.731392,22.169155,-621.562238,669.954057,39171.602637,4.030000
0.915000,-644.578447,22.902774,-621.675673,692.124107,38953.538772,4.030000
0.930000,-645.659369,23.808871,-621.850498,719.506452,39795.619462,4.030000
0.945000,-644.400434,22.813418,-621.587016,689.423747,41467.807453,4.030000
0.960000,-644.720989,23.158868,-621.562121,699.863275,40471.707717,4.030000
0.975000,-646.235815,24.368675,-621.867140,736.423767,38554.642435,4.030000
0.990000,-644.947538,23.319586,-621.627952,704.720197,38909.788084,4.030000
1.005000,-643.992361,22.499925,-621.492436,679.949965,39707.103783,4.030000
1.020000,-644.690098,22.907718,-621.782380,692.273517,39684.149459,4.030000
1.035000,-644.043141,22.447946,-621.595195,678.379158,41580.332305,4.030000
1.050000,-644.099282,22.620542,-621.478740,683.595020,40845.825408,4.030000
1.065000,-645.875792,24.102854,-621.772938,728.390636,38700.756338,4.030000
1.080000,-645.751464,24.071982,-621.679482,727.457681,38580.918173,4.030000
1.095000,-645.073001,23.577752,-621.495249,712.522005,38397.100828,4.030000
1.110000,-645.813509,23.829367,-621.984142,720.125834,37587.553147,4.030000
1.125000,-642.704071,21.306669,-621.397401,643.889667,40539.370041,4.030000
1.140000,-643.098592,21.474688,-621.623903,648.967209,39677.818025,4.030000
1.155000,-645.619219,23.824447,-621.794772,719.977149,37637.874032,4.030000
1.170000,-646.583992,24.845042,-621.738951,750.819631,37185.183889,4.030000
1.185000,-646.586564,24.759707,-621.826857,748.240818,37773.154518,4.030000
1.200000,-644.590180,22.888969,-621.701211,691.706906,39371.728446,4.030000
1.215000,-643.123095,21.610354,-621.512741,653.067043,39903.447864,4.030000
1.230000,-644.383115,22.686997,-621.696118,685.603304,39374.662680,4.030000
1.245000,-646.095102,24.254214,-621.840888,732.964769,39064.268299,4.030000
1.260000,-645.602206,23.797602,-621.804604,719.165885,38848.759051,4.030000
1.275000,-643.987360,22.654675,-621.332685,684.626516,40348.041919,4.030000
1.290000,-646.187026,24.291839,-621.895188,734.101777,38016.196740,4.030000
1.305000,-645.374012,23.558706,-621.815306,711.946426,38273.525575,4.030000
1.320000,-642.826564,21.517980,-621.308584,650.275493,40535.169813,4.030000
1.335000,-644.788710,22.966525,-621.822185,694.050674,39235.738662,4.030000
1.350000,-645.814638,24.142041,-621.672596,729.574886,38917.857511,4.030000
1.365000,-645.422169,23.622432,-621.799738,713.872229,39474.630837,4.030000
1.380000,-644.497868,23.092322,-621.405546,697.852268,38436.443480,4.030000
1.395000,-646.347204,24.507228,-621.839976,740.610868,35138.813730,4.030000
1.410000,-645.666963,23.873608,-621.793355,721.462799,37789.488329,4.030000
1.425000,-643.341838,22.010696,-621.331142,665.165410,42196.244066,4.030000
1.440000,-644.239412,22.456777,-621.782636,678.646019,40516.998225,4.030000
1.455000,-644.809286,23.374528,-621.434758,706.380544,38471.936972,4.030000
1.470000,-646.985079,25.003471,-621.981608,755.607382,34500.492174,4.030000
1.485000,-645.243607,23.575757,-621.667850,712.461704,36161.525898,4.030000
1.500000,-643.266410,21.905343,-621.361067,661.981655,40963.577883,4.030000
1.515000,-644.975389,23.185153,-621.790235,700.657640,40690.041232,4.030000
1.530000,-645.107723,23.484874,-621.622849,709.715237,38970.672704,4.030000
1.545000,-645.258007,23.732436,-621.525571,717.196577,36946.500691,4.030000
1.560000,-646.186925,24.357042,-621.829883,736.072224,36549.710362,4.030000
1.575000,-644.390218,22.928812,-621.461406,692.910978,39618.379286,4.030000
1.590000,-644.172942,22.609804,-621.563138,683.270536,41323.461186,4.030000
1.605000,-645.135162,23.442331,-621.692832,708.429558,40444.233657,4.030000
1.620000,-644.430193,22.920372,-621.509820,692.655928,41493.668781,4.030000
1.635000,-644.413210,22.997704,-621.415505,694.992907,40739.451354,4.030000
1.650000,-646.021943,24.236350,-621.785593,732.424903,38346.236640,4.030000
1.665000,-645.080570,23.474181,-621.606389,709.392087,39899.607053,4.030000
1.680000,-643.892870,22.488284,-621.404587,679.598168,40905.655509,4.030000
1.695000,-645.088105,23.413691,-621.674414,707.564069,40112.353726,4.030000
1.710000,-645.260582,23.644280,-621.616303,714.532475,41363.011505,4.030000
1.725000,-645.126582,23.569378,-621.557204,712.268941,40955.737029,4.030000
1.740000,-645.037915,23.325731,-621.712184,704.905903,39563.641396,4.030000
1.755000,-643.603665,22.286765,-621.316900,673.508256,40788.954170,4.030000
1.770000,-645.128010,23.505034,-621.622976,710.324467,39888.663492,4.030000
1.785000,-645.866179,24.236090,-621.630089,732.417049,39623.470950,4.030000
1.800000,-645.251126,23.670327,-621.580799,715.319632,38944.437743,4.030000
1.815000,-644.300801,22.786431,-621.514370,688.608202,39526.290357,4.030000
1.830000,-643.937669,22.463193,-621.474476,678.839917,41400.885579,4.030000
1.845000,-644.896373,23.391847,-621.504526,706.903934,40084.225704,4.030000
1.860000,-646.003404,24.251559,-621.751845,732.884515,38340.936571,4.030000
1.875000,-644.743603,23.231789,-621.511814,702.066983,39263.080463,4.030000
1.890000,-644.295359,22.863318,-621.432040,690.931742,40122.290257,4.030000
1.905000,-645.485977,23.741614,-621.744363,717.473927,39258.458284,4.030000
1.920000,-644.979097,23.536121,-621.442976,711.263902,38684.922799,4.030000
1.935000,-645.289276,23.621046,-621.668230,713.830356,36634.214376,4.030000
1.950000,-644.241983,22.825061,-621.416923,689.775601,38918.865295,4.030000
1.965000,-644.323769,22.746878,-621.576892,687.412896,41471.951779,4.030000
1.980000,-644.781695,23.270564,-621.511131,703.238759,41957.187771,4.030000
1.995000,-645.382111,23.812716,-621.569395,719.622639,40648.781853,4.030000
2.010000,-645.728361,24.160333,-621.568027,730.127667,39445.175835,4.030000
2.025000,-645.802226,24.097691,-621.704535,728.234613,38690.761587,4.030000
2.040000,-643.968012,22.383414,-621.584599,676.428981,41668.925884,4.030000
2.055000,-642.408883,21.143285,-621.265598,638.952180,44104.166947,4.030000
2.070000,-644.597813,22.775824,-621.821989,688.287664,41615.408679,4.030000
2.085000,-645.007817,23.516410,-621.491408,710.668231,40074.078197,4.030000
2.100000,-645.767754,24.214287,-621.553467,731.758165,37786.781296,4.030000
2.115000,-646.846528,25.147812,-621.698716,759.969378,36848.274373,4.030000
2.130000,-645.929127,24.349963,-621.579164,735.858295,38753.188189,4.030000
2.145000,-644.804109,23.302694,-621.501415,704.209738,40638.866313,4.030000
2.160000,-644.943244,23.281813,-621.661431,703.578706,40984.336339,4.030000
